x,y,z,speed,acceleration,curvature,curvature_change_rate,time,theta,gear,s,throttle,brake,steering
586385.820131, 4140674.74848, -28.3685834166, 0.363888889551, 0.722275690291, 0.0223827496946, -0.0316836535974, 1496957374.7146, 2.83585535814, 1, 0.031694444716, 22.2613868713, 13.6751356125, 12.425532341
586385.81583, 4140674.7499, -28.3687009905, 0.363888889551, 0.858753827361, 0.0223827496946, 0.0, 1496957374.7242, 2.83597623605, 1, 0.0353333336115, 22.2613868713, 13.6842908859, 12.425532341
586385.8114, 4140674.75136, -28.3688193839, 0.388888895512, 1.07937498964, 0.0223058884509, -0.0197643194568, 1496957374.7338, 2.83613586693, 1, 0.0392222225666, 22.2125587463, 13.6842908859, 12.3829784393
586385.806857, 4140674.75285, -28.3689575465, 0.388888895512, 1.1692626374, 0.0223058884509, 0.0, 1496957374.7444, 2.83627520236, 1, 0.0431111115217, 22.2125587463, 13.699549675, 12.3829784393
586385.802227, 4140674.75435, -28.3690878386, 0.411111116409, 1.07631764024, 0.0222290310618, -0.018695040366, 1496957374.7539, 2.83641617553, 1, 0.0472222226858, 22.2735939026, 13.699549675, 12.3404254913
586385.797518, 4140674.75587, -28.3692167988, 0.411111116409, 0.955822521275, 0.0222290310618, 0.0, 1496957374.7644, 2.83645822681, 1, 0.0513333338499, 22.2735939026, 13.6659803391, 12.3404254913
586385.792717, 4140674.75743, -28.3693428114, 0.433333337307, 0.936041058598, 0.0221137489592, -0.0266035618921, 1496957374.7739, 2.83661980725, 1, 0.055666667223, 22.1881446838, 13.6659803391, 12.2765960693
586385.78782, 4140674.75903, -28.3694528053, 0.433333337307, 0.96868976, 0.0221137489592, 0.0, 1496957374.7845, 2.83671295399, 1, 0.060000000596, 22.1881446838, 13.6858167648, 12.2765960693
586385.782841, 4140674.76065, -28.369563424, 0.458333343267, 0.921226838968, 0.0220368951451, -0.016768104531, 1496957374.7941, 2.83688881403, 1, 0.0645833340287, 22.3468379974, 13.6858167648, 12.2340421677
586385.777794, 4140674.76227, -28.3696850128, 0.458333343267, 0.803812893044, 0.0220368951451, 0.0, 1496957374.8035, 2.83702486237, 1, 0.0691666674614, 22.3468379974, 13.7087049484, 12.2340421677
586385.772648, 4140674.76392, -28.3698262796, 0.480555564165, 0.866056588139, 0.0219600451594, -0.0159919042522, 1496957374.8141, 2.83715098626, 1, 0.073972223103, 22.4078731537, 13.7087049484, 12.1914892197
586385.767385, 4140674.76563, -28.3699658625, 0.480555564165, 1.05154176365, 0.0219600451594, 0.0, 1496957374.8246, 2.83727764459, 1, 0.0787777787447, 22.4078731537, 13.6583509445, 12.1914892197
586385.762008, 4140674.76739, -28.3700867752, 0.491666674614, 1.1702720733, 0.0218447741134, -0.0234449581248, 1496957374.8342, 2.83742137078, 1, 0.0836944454908, 22.4933242798, 13.6583509445, 12.1276597977
586385.756529, 4140674.76915, -28.3702330785, 0.491666674614, 1.1448343778, 0.0218447741134, 0.0, 1496957374.8437, 2.83760635456, 1, 0.088611112237, 22.4933242798, 13.6980237961, 12.1276597977
586385.750946, 4140674.77093, -28.3704024646, 0.524999976158, 1.09547135954, 0.0217679293604, -0.0146370964861, 1496957374.8542, 2.83776970314, 1, 0.0938611119986, 22.4811172485, 13.6980237961, 12.0851068497
586385.745243, 4140674.77276, -28.3705764916, 0.524999976158, 1.17303825947, 0.0217679293604, 0.0, 1496957374.8637, 2.83789288561, 1, 0.0991111117601, 22.4811172485, 13.7407493591, 12.0851068497
586385.739419, 4140674.77466, -28.3706962429, 0.547222197056, 1.24150702438, 0.0216910849653, -0.014042631221, 1496957374.8742, 2.83803796204, 1, 0.104583333731, 22.554359436, 13.7407493591, 12.042552948
586385.733494, 4140674.77655, -28.3708088072, 0.547222197056, 1.14326487355, 0.0216910849653, 0.0, 1496957374.8837, 2.83825004142, 1, 0.110055555701, 22.554359436, 13.6781873703, 12.042552948
586385.727492, 4140674.77846, -28.3709981041, 0.547222197056, 0.973106441209, 0.0216910849653, 0.0, 1496957374.8946, 2.83840504578, 1, 0.115527777672, 22.554359436, 13.6781873703, 12.042552948
586385.721406, 4140674.78041, -28.371136657, 0.572222232819, 0.915780273466, 0.0216142443651, -0.0134284541561, 1496957374.9042, 2.83853249094, 1, 0.12125, 22.554359436, 13.6369876862, 12.0
586385.715221, 4140674.78241, -28.3712522788, 0.594444453716, 0.958831951221, 0.0215374058302, -0.0129261084728, 1496957374.9137, 2.83869237561, 1, 0.127194444537, 22.6886405945, 13.6369876862, 11.957447052
586385.708952, 4140674.78443, -28.3713745503, 0.594444453716, 0.934298483836, 0.0215374058302, 0.0, 1496957374.9242, 2.83888453228, 1, 0.133138889074, 22.6886405945, 13.7117567062, 11.957447052
586385.702577, 4140674.78648, -28.3714778451, 0.616666674614, 0.994906838575, 0.0214221501621, -0.0186901080914, 1496957374.9338, 2.83904228421, 1, 0.13930555582, 22.7740898132, 13.7117567062, 11.8936166763
586385.696088, 4140674.78857, -28.3715826236, 0.616666674614, 1.09155734766, 0.0214221501621, 0.0, 1496957374.9444, 2.83923157044, 1, 0.145472222567, 22.7740898132, 13.7224388123, 11.8936166763
586385.68949, 4140674.79068, -28.3717313977, 0.636111140251, 1.14640132759, 0.0213453167582, -0.0120786131673, 1496957374.9540, 2.83943354611, 1, 0.151833333969, 22.7985038757, 13.7224388123, 11.8510637283
586385.682781, 4140674.79282, -28.3718009992, 0.636111140251, 1.14379120775, 0.0213453167582, 0.0, 1496957374.9645, 2.83956473015, 1, 0.158194445372, 22.7985038757, 13.6781873703, 11.8510637283
586385.675966, 4140674.79499, -28.3718924513, 0.655555546284, 1.14010182768, 0.0212300704738, -0.0175799419239, 1496957374.9741, 2.83976084251, 1, 0.164750000834, 22.810710907, 13.6781873703, 11.7872343063
586385.669048, 4140674.79719, -28.3720378699, 0.655555546284, 1.11795121187, 0.0212300704738, 0.0, 1496957374.9836, 2.8399493512, 1, 0.171305556297, 22.810710907, 13.7361717224, 11.7872343063
586385.662033, 4140674.79942, -28.3721195301, 0.677777767181, 1.07292849708, 0.0211148270315, -0.0170031311069, 1496957374.9940, 2.84013442444, 1, 0.178083333969, 22.8717479706, 13.7361717224, 11.7234039307
586385.654907, 4140674.80168, -28.3722370453, 0.677777767181, 1.073048044, 0.0211148270315, 0.0, 1496957375.0044, 2.84029641403, 1, 0.184861111641, 22.8717479706, 13.6736097336, 11.7234039307
586385.647681, 4140674.80398, -28.3723776415, 0.702777802944, 1.08517048759, 0.0209995898498, -0.0163973849543, 1496957375.0139, 2.84049129987, 1, 0.19188888967, 22.9205760956, 13.6736097336, 11.6595745087
586385.640368, 4140674.8063, -28.3724498888, 0.702777802944, 1.02252152908, 0.0209995898498, 0.0, 1496957375.0245, 2.84067651237, 1, 0.1989166677, 22.9205760956, 13.655298233, 11.6595745087
586385.632939, 4140674.80866, -28.3725996707, 0.725000023842, 1.06322295313, 0.0208843571819, -0.0158941605648, 1496957375.0340, 2.84092856198, 1, 0.206166667938, 22.8839550018, 13.655298233, 11.5957450867
586385.625403, 4140674.81105, -28.3727502218, 0.725000023842, 1.13020898502, 0.0208843571819, 0.0, 1496957375.0435, 2.84113018253, 1, 0.213416668177, 22.8839550018, 13.7087049484, 11.5957450867
586385.617751, 4140674.81348, -28.372863275, 0.74722224474, 1.16488204509, 0.0207307188815, -0.0205612589046, 1496957375.0541, 2.84128697376, 1, 0.220888890624, 22.9694061279, 13.7087049484, 11.510638237
586385.609992, 4140674.81593, -28.3730191095, 0.74722224474, 1.14589705982, 0.0207307188815, 0.0, 1496957375.0635, 2.84149166482, 1, 0.228361113071, 22.9694061279, 13.6919202805, 11.510638237
586385.602125, 4140674.81843, -28.3731174925, 0.772222220898, 1.14658485183, 0.020577090224, -0.0198943585645, 1496957375.0741, 2.84168162968, 1, 0.23608333528, 23.0304412842, 13.6919202805, 11.425532341
586385.593995, 4140674.82097, -28.3732420523, 0.772222220898, 1.12967723716, 0.020577090224, 0.0, 1496957375.0836, 2.84167813375, 1, 0.243805557489, 23.0304412842, 13.6659803391, 11.425532341
586385.58568, 4140674.82353, -28.3733101236, 0.797222197056, 1.13935087303, 0.0204618721721, -0.0144524390191, 1496957375.0942, 2.8419132742, 1, 0.25177777946, 22.9694061279, 13.6659803391, 11.3617019653
586385.577255, 4140674.82613, -28.3733978113, 0.797222197056, 1.1643459333, 0.0204618721721, 0.0, 1496957375.1038, 2.84211238417, 1, 0.259750001431, 22.9694061279, 13.6140995026, 11.3617019653
586385.568711, 4140674.82875, -28.3735025283, 0.822222232819, 1.1862659915, 0.0203082572344, -0.0186828975846, 1496957375.1143, 2.84233660563, 1, 0.267972223759, 23.0548553467, 13.6140995026, 11.2765960693
586385.56006, 4140674.83142, -28.3735718112, 0.822222232819, 1.18128667794, 0.0203082572344, 0.0, 1496957375.1238, 2.84255787041, 1, 0.276194446087, 23.0548553467, 13.6842908859, 11.2765960693
586385.551301, 4140674.8341, -28.3737075543, 0.844444453716, 1.13815820913, 0.0201546483342, -0.0181905274657, 1496957375.1344, 2.84281790217, 1, 0.284638890624, 23.1891365051, 13.6842908859, 11.1914892197
586385.542429, 4140674.83682, -28.3737837486, 0.844444453716, 1.14450469311, 0.0201546483342, 0.0, 1496957375.1439, 2.84299944483, 1, 0.293083335161, 23.1891365051, 13.6888685226, 11.1914892197
586385.533449, 4140674.83958, -28.3739159787, 0.869444429874, 1.14662487343, 0.0200010488548, -0.0176663940936, 1496957375.1544, 2.84326924118, 1, 0.30177777946, 23.2623786926, 13.6888685226, 11.1063833237
586385.524347, 4140674.84238, -28.3740083193, 0.869444429874, 1.19748968672, 0.0200010488548, 0.0, 1496957375.1641, 2.84351612537, 1, 0.310472223759, 23.2623786926, 13.6980237961, 11.1063833237
586385.515116, 4140674.84521, -28.3741366463, 0.897222220898, 1.27433024992, 0.0198474552948, -0.0171187868959, 1496957375.1747, 2.84371688116, 1, 0.319444445968, 23.4332790375, 13.6980237961, 11.021276474
586385.505772, 4140674.84807, -28.3742672913, 0.897222220898, 1.24728260575, 0.0198474552948, 0.0, 1496957375.1843, 2.84393008203, 1, 0.328416668177, 23.4332790375, 13.6842908859, 11.021276474
586385.496302, 4140674.85097, -28.3743801294, 0.922222197056, 1.28236051679, 0.0196938710374, -0.0166537151102, 1496957375.1939, 2.8441551578, 1, 0.337638890147, 23.5309371948, 13.6842908859, 10.936170578
586385.486723, 4140674.85389, -28.3745269682, 0.922222197056, 1.20789883134, 0.0196938710374, 0.0, 1496957375.2043, 2.84435509666, 1, 0.346861112118, 23.5309371948, 13.6430912018, 10.936170578
586385.477007, 4140674.85687, -28.3746163854, 0.949999988079, 1.28731369176, 0.0195018995663, -0.0202075235307, 1496957375.2139, 2.84461302053, 1, 0.356361111999, 23.4210720062, 13.6430912018, 10.8297872543
586385.467168, 4140674.85986, -28.3747527497, 0.949999988079, 1.29117785074, 0.0195018995663, 0.0, 1496957375.2245, 2.84481911859, 1, 0.365861111879, 23.4210720062, 13.7224388123, 10.8297872543
586385.457195, 4140674.86289, -28.3748636786, 0.963888883591, 1.34326932298, 0.0193483304306, -0.0159322447109, 1496957375.2340, 2.84504911916, 1, 0.375500000715, 23.5187301636, 13.7224388123, 10.7446804047
586385.447095, 4140674.86595, -28.3749849899, 0.963888883591, 1.31926426222, 0.0193483304306, 0.0, 1496957375.2446, 2.84526397123, 1, 0.385138889551, 23.5187301636, 13.6766614914, 10.7446804047
586385.436873, 4140674.86905, -28.3751059538, 1.00277781487, 1.29883250122, 0.0191563815468, -0.0191417162324, 1496957375.2541, 2.84547381371, 1, 0.3951666677, 23.6408023834, 13.6766614914, 10.6382980347
586385.426539, 4140674.87217, -28.3752110638, 1.00277781487, 1.22212638007, 0.0191563815468, 0.0, 1496957375.2636, 2.84567916746, 1, 0.405194445848, 23.6408023834, 13.6781873703, 10.6382980347
586385.416094, 4140674.87533, -28.3752995366, 1.02777779102, 1.17842902881, 0.0190028289551, -0.0149402519765, 1496957375.2741, 2.8459031222, 1, 0.415472223759, 23.7384605408, 13.6781873703, 10.553191185
586385.405537, 4140674.87852, -28.3754015733, 1.02777779102, 1.17182686527, 0.0190028289551, 0.0, 1496957375.2836, 2.84613804959, 1, 0.425750001669, 23.7384605408, 13.6781873703, 10.553191185
586385.394855, 4140674.88175, -28.3754834617, 1.04999995232, 1.21569581504, 0.0188109005644, -0.0182788951852, 1496957375.2941, 2.84635882322, 1, 0.436250001192, 23.8483257294, 13.6781873703, 10.446808815
586385.384047, 4140674.885, -28.3755810903, 1.04999995232, 1.24519894995, 0.0188109005644, 0.0, 1496957375.3035, 2.84660037897, 1, 0.446750000715, 23.8483257294, 13.6812391281, 10.446808815
586385.373097, 4140674.8883, -28.3756534746, 1.07500004768, 1.36272454564, 0.0186189816769, -0.01785291897, 1496957375.3141, 2.84681405709, 1, 0.457500001192, 23.9215679169, 13.6812391281, 10.3404254913
586385.362026, 4140674.89163, -28.3757609716, 1.07500004768, 1.34640458851, 0.0186189816769, 0.0, 1496957375.3236, 2.84704042258, 1, 0.468250001669, 23.9215679169, 13.6858167648, 10.3404254913
586385.350816, 4140674.895, -28.3758277427, 1.10000002384, 1.37865055979, 0.0183886940095, -0.0209352420433, 1496957375.3341, 2.8472878838, 1, 0.479250001907, 23.8605327606, 13.6858167648, 10.2127656937
586385.339472, 4140674.89839, -28.3759604013, 1.10000002384, 1.38619546417, 0.0183886940095, 0.0, 1496957375.3436, 2.84752075268, 1, 0.490250002146, 23.8605327606, 13.6278324127, 10.2127656937
586385.327998, 4140674.90182, -28.3760737237, 1.12777781487, 1.38451756601, 0.0181968011294, -0.0170151316585, 1496957375.3541, 2.8477359399, 1, 0.501527780294, 23.8849468231, 13.6278324127, 10.1063833237
586385.316397, 4140674.90528, -28.376179086, 1.12777781487, 1.34074580105, 0.0181968011294, 0.0, 1496957375.3636, 2.84797359113, 1, 0.512805558443, 23.8849468231, 13.6888685226, 10.1063833237
586385.304664, 4140674.90877, -28.3763306625, 1.15555560589, 1.35739557166, 0.0178514177834, -0.0298889421072, 1496957375.3738, 2.8482414759, 1, 0.524361114502, 23.9337749481, 13.6888685226, 9.91489315033
586385.292798, 4140674.9123, -28.376473573, 1.15555560589, 1.36337139425, 0.0178514177834, 0.0, 1496957375.3843, 2.84846984536, 1, 0.535916670561, 23.9337749481, 13.7315940857, 9.91489315033
586385.280791, 4140674.91586, -28.3766258247, 1.18611109257, 1.39601553925, 0.0176211837211, -0.0194108345967, 1496957375.3939, 2.84870446918, 1, 0.547777781487, 23.9093608856, 13.7315940857, 9.78723430634
586385.268652, 4140674.91947, -28.3767951494, 1.18611109257, 1.42319013437, 0.0176211837211, 0.0, 1496957375.4045, 2.84894327203, 1, 0.559638892412, 23.9093608856, 13.6537723541, 9.78723430634
586385.256372, 4140674.92312, -28.3769491352, 1.21388888359, 1.43716502147, 0.0173525947098, -0.0221263259688, 1496957375.4139, 2.84920138007, 1, 0.571777781248, 24.0314331055, 13.6537723541, 9.63829803467
586385.243956, 4140674.9268, -28.3771168357, 1.21388888359, 1.43297901529, 0.0173525947098, 0.0, 1496957375.4245, 2.84942891905, 1, 0.583916670084, 24.0314331055, 13.682765007, 9.63829803467
586385.231388, 4140674.93052, -28.3773051947, 1.24444448948, 1.46991880731, 0.0170840259831, -0.0215814147542, 1496957375.4341, 2.84971344057, 1, 0.596361114979, 23.9215679169, 13.682765007, 9.489361763
586385.218695, 4140674.93427, -28.3774662474, 1.24444448948, 1.43444605808, 0.0170840259831, 0.0, 1496957375.4435, 2.84994788914, 1, 0.608805559874, 23.9215679169, 13.7315940857, 9.489361763
586385.205856, 4140674.93808, -28.3776685996, 1.27499997616, 1.44218972725, 0.0167771149748, -0.0240714520818, 1496957375.4540, 2.8502166701, 1, 0.621555559635, 23.9337749481, 13.7315940857, 9.31914901733
586385.192884, 4140674.94191, -28.3777999412, 1.27499997616, 1.40871697209, 0.0167771149748, 0.0, 1496957375.4646, 2.85047365405, 1, 0.634305559397, 23.9337749481, 13.7239646912, 9.31914901733
586385.179783, 4140674.94578, -28.3779910812, 1.30277776718, 1.38233129586, 0.016470229578, -0.0235562353457, 1496957375.4743, 2.85075882405, 1, 0.647333337069, 24.0192260742, 13.7239646912, 9.14893627167
586385.166547, 4140674.94968, -28.3781248825, 1.30277776718, 1.37236422964, 0.016470229578, 0.0, 1496957375.4837, 2.85099615619, 1, 0.66036111474, 24.0192260742, 13.6873426437, 9.14893627167
586385.153178, 4140674.95363, -28.3782892944, 1.32777774334, 1.3901394197, 0.0162017252802, -0.0202220815237, 1496957375.4942, 2.85128773083, 1, 0.673638892174, 23.9826049805, 13.6873426437, 9.0
586385.139676, 4140674.95761, -28.378428027, 1.32777774334, 1.39507838786, 0.0162017252802, 0.0, 1496957375.5035, 2.85155263412, 1, 0.686916669607, 23.9826049805, 13.6736097336, 9.0
586385.112256, 4140674.96567, -28.3787165172, 1.35833334923, 1.42269413605, 0.0158948866366, -0.0225893477307, 1496957375.5143, 2.85203469833, 1, 0.700500003099, 24.0680561066, 13.6736097336, 8.82978725433
586385.112256, 4140674.96567, -28.3787165172, 1.35833334923, 1.42269413605, 0.0158948866366, 0.0, 1496957375.5238, 2.85203469833, 1, 0.714083336592, 24.0680561066, 13.6614027023, 8.82978725433
586385.098324, 4140674.96976, -28.3788664518, 1.38611114025, 1.47236231292, 0.015588072252, -0.022134905038, 1496957375.5343, 2.85229915653, 1, 0.727944447994, 24.0314331055, 13.6614027023, 8.65957450867
586385.084249, 4140674.97388, -28.3789906213, 1.38611114025, 1.49222766719, 0.015588072252, 0.0, 1496957375.5438, 2.85255749522, 1, 0.741805559397, 24.0314331055, 13.7239646912, 8.65957450867
586385.070035, 4140674.97802, -28.3791293241, 1.41666662693, 1.46334275526, 0.0152429346959, -0.0243626517043, 1496957375.5543, 2.85282529293, 1, 0.755972225666, 24.0192260742, 13.7239646912, 8.468085289
586385.055677, 4140674.98221, -28.3792588897, 1.41666662693, 1.47111424272, 0.0152429346959, 0.0, 1496957375.5638, 2.85306270624, 1, 0.770138891935, 24.0192260742, 13.667506218, 8.468085289
586385.041181, 4140674.98643, -28.3793757176, 1.44444441795, 1.45163885014, 0.0149361703008, -0.0212375354333, 1496957375.5735, 2.85334093731, 1, 0.784583336115, 24.055847168, 13.667506218, 8.29787254333
586385.02654, 4140674.99068, -28.3794952249, 1.44444441795, 1.45819696953, 0.0149361703008, 0.0, 1496957375.5841, 2.85356785281, 1, 0.799027780294, 24.055847168, 13.7041273117, 8.29787254333
586385.011776, 4140674.99497, -28.3796080276, 1.47500002384, 1.38787957785, 0.0145910877893, -0.0233954241295, 1496957375.5935, 2.8537945882, 1, 0.813777780533, 24.0680561066, 13.7041273117, 8.10638332367
586384.996863, 4140674.9993, -28.379727996, 1.47500002384, 1.43310663002, 0.0145910877893, 0.0, 1496957375.6042, 2.85403857492, 1, 0.828527780771, 24.0680561066, 13.6980237961, 8.10638332367
586384.981821, 4140675.00367, -28.3798194099, 1.50555551052, 1.41379322451, 0.0142460325939, -0.0229187959561, 1496957375.6136, 2.8543147667, 1, 0.843583335876, 24.0314331055, 13.6980237961, 7.91489362717
586384.966626, 4140675.00809, -28.3799330695, 1.50555551052, 1.47446235249, 0.0142460325939, 0.0, 1496957375.6241, 2.85456254602, 1, 0.858638890982, 24.0314331055, 13.6949720383, 7.91489362717
586384.95129, 4140675.01253, -28.3800243149, 1.51944446564, 1.47250212376, 0.0139010057644, -0.0227074327019, 1496957375.6336, 2.85477067756, 1, 0.873833335638, 24.0680561066, 13.6949720383, 7.7234044075
586384.935799, 4140675.01704, -28.3801342854, 1.51944446564, 1.56109314316, 0.0139010057644, 0.0, 1496957375.6441, 2.8550298627, 1, 0.889027780294, 24.0680561066, 13.682765007, 7.7234044075
586384.920178, 4140675.02156, -28.3801875254, 1.5666667223, 1.48129904105, 0.0135176734005, -0.0244680223588, 1496957375.6536, 2.85525587455, 1, 0.904694447517, 24.0436401367, 13.682765007, 7.510638237
586384.904414, 4140675.02614, -28.3802883606, 1.5666667223, 1.48177725231, 0.0135176734005, 0.0, 1496957375.6641, 2.85551874155, 1, 0.92036111474, 24.0436401367, 13.7132825851, 7.510638237
586384.888504, 4140675.03075, -28.3803330315, 1.60000002384, 1.45879416133, 0.0131343741131, -0.0239562051052, 1496957375.6735, 2.85575100344, 1, 0.936361114979, 24.0680561066, 13.7132825851, 7.29787254333
586384.872448, 4140675.0354, -28.3804262206, 1.60000002384, 1.49094880047, 0.0131343741131, 0.0, 1496957375.6841, 2.85599424971, 1, 0.952361115217, 24.0680561066, 13.7132825851, 7.29787254333
586384.856247, 4140675.04009, -28.3804590227, 1.62777781487, 1.50117382287, 0.012751105268, -0.0235455257822, 1496957375.6935, 2.85626430639, 1, 0.968638893366, 24.0680561066, 13.7132825851, 7.08510637283
586384.839903, 4140675.04482, -28.3805216625, 1.62777781487, 1.48555808755, 0.012751105268, 0.0, 1496957375.7040, 2.85650211121, 1, 0.984916671515, 24.0680561066, 13.6842908859, 7.08510637283
586384.823422, 4140675.04957, -28.3805350978, 1.65833330154, 1.46382256884, 0.0124061899144, -0.0207989161956, 1496957375.7135, 2.85674818465, 1, 1.00150000453, 24.0802631378, 13.6842908859, 6.89361715317
586384.806788, 4140675.05438, -28.3805636447, 1.65833330154, 1.49019991594, 0.0124061899144, 0.0, 1496957375.7241, 2.85696348076, 1, 1.01808333755, 24.0802631378, 13.7224388123, 6.89361715317
586384.790015, 4140675.05921, -28.3805391854, 1.68888890743, 1.47152471019, 0.0120612976467, -0.0204212524672, 1496957375.7335, 2.85721381923, 1, 1.03497222662, 24.0680561066, 13.7224388123, 6.70212745667
586384.773094, 4140675.06407, -28.380526958, 1.68888890743, 1.46219959221, 0.0120612976467, 0.0, 1496957375.7441, 2.85747693855, 1, 1.05186111569, 24.0680561066, 13.6919202805, 6.70212745667
586384.756044, 4140675.06897, -28.3804794615, 1.71666669846, 1.42251914655, 0.0117547468771, -0.0178573260571, 1496957375.7535, 2.85766916572, 1, 1.06902778268, 24.0680561066, 13.6919202805, 6.531914711
586384.738849, 4140675.07389, -28.3804198662, 1.71666669846, 1.417379046, 0.0117547468771, 0.0, 1496957375.7640, 2.85790559603, 1, 1.08619444966, 24.0680561066, 13.6644544601, 6.531914711
586384.721516, 4140675.07886, -28.3803312499, 1.74444448948, 1.44806348174, 0.011448214031, -0.0175719461355, 1496957375.7746, 2.85814894597, 1, 1.10363889456, 24.0680561066, 13.6644544601, 6.36170196533
586384.704047, 4140675.08385, -28.3802372767, 1.74444448948, 1.3948807158, 0.011448214031, 0.0, 1496957375.7842, 2.85837204102, 1, 1.12108333945, 24.0680561066, 13.6446170807, 6.36170196533
586384.686447, 4140675.08887, -28.380120459, 1.7722222805, 1.38434671268, 0.0111800127694, -0.0151336130085, 1496957375.7937, 2.85857816854, 1, 1.13880556226, 24.055847168, 13.6446170807, 6.2127661705
586384.668704, 4140675.09391, -28.3800017862, 1.7722222805, 1.3750133132, 0.0111800127694, 0.0, 1496957375.8042, 2.85877867049, 1, 1.15652778506, 24.055847168, 13.6797132492, 6.2127661705
586384.650815, 4140675.09901, -28.3798843091, 1.80277776718, 1.4701756798, 0.0109118236996, -0.0148764353956, 1496957375.8138, 2.8589837029, 1, 1.17455556273, 24.0314331055, 13.6797132492, 6.06382989883
586384.63278, 4140675.10411, -28.3797337422, 1.80277776718, 1.45904648353, 0.0109118236996, 0.0, 1496957375.8243, 2.8592129443, 1, 1.19258334041, 24.0314331055, 13.7087049484, 6.06382989883
586384.614602, 4140675.10927, -28.3796257852, 1.83333337307, 1.51341523042, 0.0106436473665, -0.0146277996706, 1496957375.8338, 2.85940473257, 1, 1.21091667414, 24.0680561066, 13.7087049484, 5.91489362717
586384.59628, 4140675.11444, -28.3795229727, 1.83333337307, 1.48717765783, 0.0106436473665, 0.0, 1496957375.8444, 2.85963575903, 1, 1.22925000787, 24.0680561066, 13.6919202805, 5.91489362717
586384.5778, 4140675.11966, -28.3794625355, 1.86388885975, 1.54638595679, 0.0103754834565, -0.0143873336953, 1496957375.8539, 2.85983705867, 1, 1.24788889647, 24.0314331055, 13.6919202805, 5.7659573555
586384.559178, 4140675.12491, -28.3793843389, 1.86388885975, 1.52980921457, 0.0103754834565, 0.0, 1496957375.8644, 2.86004409524, 1, 1.26652778506, 24.0314331055, 13.7010755539, 5.7659573555
586384.540402, 4140675.13021, -28.3793434696, 1.89444446564, 1.5743028707, 0.0101073316561, -0.0141546403304, 1496957375.8743, 2.86028280133, 1, 1.28547222972, 24.0436401367, 13.7010755539, 5.61702108383
586384.521492, 4140675.13553, -28.3793309238, 1.89444446564, 1.4826087081, 0.0101073316561, 0.0, 1496957375.8838, 2.86045156871, 1, 1.30441667438, 24.0436401367, 13.6659803391, 5.61702108383
586384.502424, 4140675.1409, -28.3793496247, 1.92499995232, 1.5359345294, 0.00991580226415, -0.00994957905004, 1496957375.8942, 2.86067123293, 1, 1.3236666739, 24.0802631378, 13.6659803391, 5.510638237
586384.483225, 4140675.1463, -28.3793591298, 1.92499995232, 1.47930833104, 0.00991580226415, 0.0, 1496957375.9037, 2.86087197819, 1, 1.34291667342, 24.0802631378, 13.6903944016, 5.510638237
586384.463872, 4140675.15176, -28.3794536563, 1.95277774334, 1.55230514856, 0.00972427877634, -0.00980774634795, 1496957375.9143, 2.86107354328, 1, 1.36244445086, 24.0314331055, 13.6903944016, 5.40425539017
